OID_,bouguer,X,Y,mag,bedmachine,roughness,beta,water,reflectivity
10111,-2,-237609.900459903059527,-566547.888981000054628,,,,,0.0000000,
10112,1,-227631.914387616794556,-566547.888981000054628,,,,,0.0014327,
10113,5,-217653.928315330529585,-566547.888981000054628,,,,,0.0000000,
10114,11,-207675.942243044031784,-566547.888981000054628,,,,,0.0005626,
10115,16,-197697.956170757766813,-566547.888981000054628,,,,,0.0017362,
10116,18,-187719.970098471501842,-566547.888981000054628,,,,,0.0000000,
10117,22,-177741.984026185236871,-566547.888981000054628,,,,,0.0031689,
10118,23,-167763.997953898971900,-566547.888981000054628,,,,,,
10119,20,-157786.011881612706929,-566547.888981000054628,,,,,,
10120,9,-147808.025809326441959,-566547.888981000054628,,,,,,
10121,-3,-137830.039737040176988,-566547.888981000054628,,,,,,
10122,-19,-127852.053664753912017,-566547.888981000054628,,,,,,
10123,-34,-117874.067592467647046,-566547.888981000054628,,,,,0.0000000,
10124,-69,-107896.081520181382075,-566547.888981000054628,,,,,0.0000000,
10125,-119,-97918.095447895117104,-566547.888981000054628,,,,,0.0000000,
10126,-117,-87940.109375608852133,-566547.888981000054628,,,,,0.0000000,
10127,-128,-77962.123303322587162,-566547.888981000054628,,,,,0.0000000,
10128,-253,-58006.151158750057220,-566547.888981000054628,,,,,0.0000000,
10129,-269,-48028.165086463792250,-566547.888981000054628,,,,,0.0000000,
10130,-164,-38050.179014177527279,-566547.888981000054628,,,,,0.0000000,
10131,-10,-267543.858676761854440,-576525.875053286319599,,,,,0.0000000,
10132,-9,-257565.872604475589469,-576525.875053286319599,,,,,0.0015024,
10133,-6,-247587.886532189324498,-576525.875053286319599,,,,,0.4352046,
10134,-2,-237609.900459903059527,-576525.875053286319599,,,,,0.0000000,
10135,2,-227631.914387616794556,-576525.875053286319599,,,,,0.0060098,
10136,7,-217653.928315330529585,-576525.875053286319599,,,,,0.0020224,
10137,11,-207675.942243044031784,-576525.875053286319599,,,,,0.0021420,
10138,14,-197697.956170757766813,-576525.875053286319599,,,,,0.0000000,
10139,15,-187719.970098471501842,-576525.875053286319599,,,,,0.0045630,
10140,17,-177741.984026185236871,-576525.875053286319599,,,,,0.0000000,
10141,21,-167763.997953898971900,-576525.875053286319599,,,,,,
10142,20,-157786.011881612706929,-576525.875053286319599,,,,,,
10143,11,-147808.025809326441959,-576525.875053286319599,,,,,,
10144,3,-137830.039737040176988,-576525.875053286319599,,,,,,
10145,-7,-127852.053664753912017,-576525.875053286319599,,,,,,
10146,-18,-117874.067592467647046,-576525.875053286319599,,,,,,
10147,-40,-107896.081520181382075,-576525.875053286319599,,,,,,
10148,-68,-97918.095447895117104,-576525.875053286319599,,,,,0.0000000,
10149,-122,-87940.109375608852133,-576525.875053286319599,,,,,0.0000000,
10150,-113,-77962.123303322587162,-576525.875053286319599,,,,,0.0000000,
10151,-187,-67984.137231036322191,-576525.875053286319599,,,,,0.0000000,
10152,-195,-58006.151158750057220,-576525.875053286319599,,,,,0.0000000,
10153,-160,-48028.165086463792250,-576525.875053286319599,,,,,0.0000000,
10154,-152,-38050.179014177527279,-576525.875053286319599,,,,,0.0000000,
10155,-157,-28072.192941891262308,-576525.875053286319599,,,,,0.0000000,
10156,-10,-267543.858676761854440,-586503.861125572584569,,,,,0.0000000,
10157,-8,-257565.872604475589469,-586503.861125572584569,,,,,0.0017932,
10158,-5,-247587.886532189324498,-586503.861125572584569,,,,,0.0000000,
10159,-1,-237609.900459903059527,-586503.861125572584569,,,,,0.0031689,
10160,1,-227631.914387616794556,-586503.861125572584569,,,,,0.0000000,
10161,7,-217653.928315330529585,-586503.861125572584569,,,,,0.5019085,
10162,11,-207675.942243044031784,-586503.861125572584569,,,,,0.0000000,
10163,13,-197697.956170757766813,-586503.861125572584569,,,,,0.0000000,
10164,15,-187719.970098471501842,-586503.861125572584569,,,,,0.0027462,
10165,15,-177741.984026185236871,-586503.861125572584569,,,,,,
10166,16,-167763.997953898971900,-586503.861125572584569,,,,,0.0000000,
10167,17,-157786.011881612706929,-586503.861125572584569,,,,,,
10168,15,-147808.025809326441959,-586503.861125572584569,,,,,,
10169,11,-137830.039737040176988,-586503.861125572584569,,,,,,
10170,5,-127852.053664753912017,-586503.861125572584569,,,,,,
10171,-2,-117874.067592467647046,-586503.861125572584569,,,,,,
10172,-11,-107896.081520181382075,-586503.861125572584569,,,,,,
10173,-19,-97918.095447895117104,-586503.861125572584569,,,,,,
10174,-39,-87940.109375608852133,-586503.861125572584569,,,,,0.0000000,
10175,-91,-77962.123303322587162,-586503.861125572584569,,,,,0.0000000,
10176,-99,-67984.137231036322191,-586503.861125572584569,,,,,0.0000000,
10177,-93,-58006.151158750057220,-586503.861125572584569,,,,,0.0000000,
10178,-149,-48028.165086463792250,-586503.861125572584569,,,,,0.0000000,
10179,-76,-38050.179014177527279,-586503.861125572584569,,,,,0.1237636,
10180,-126,-28072.192941891262308,-586503.861125572584569,,,,,0.0000000,
10181,-157,-18094.206869604997337,-586503.861125572584569,,,,,0.0000000,
10182,-9,-267543.858676761854440,-596481.847197858849540,,,,,0.0008304,
10183,-10,-257565.872604475589469,-596481.847197858849540,,,,,0.0056249,
10184,-8,-247587.886532189324498,-596481.847197858849540,,,,,0.0101268,
10185,-4,-237609.900459903059527,-596481.847197858849540,,,,,0.0009313,
10186,1,-227631.914387616794556,-596481.847197858849540,,,,,0.0000000,
10187,6,-217653.928315330529585,-596481.847197858849540,,,,,0.0000000,
10188,10,-207675.942243044031784,-596481.847197858849540,,,,,0.0118198,
10189,12,-197697.956170757766813,-596481.847197858849540,,,,,0.0004612,
10190,15,-187719.970098471501842,-596481.847197858849540,,,,,0.0068445,
10191,16,-177741.984026185236871,-596481.847197858849540,,,,,0.0000000,
10192,16,-167763.997953898971900,-596481.847197858849540,,,,,,
10193,16,-157786.011881612706929,-596481.847197858849540,,,,,,
10194,16,-147808.025809326441959,-596481.847197858849540,,,,,,
10195,17,-137830.039737040176988,-596481.847197858849540,,,,,,
10196,18,-127852.053664753912017,-596481.847197858849540,,,,,,
10197,19,-117874.067592467647046,-596481.847197858849540,,,,,,
10198,6,-107896.081520181382075,-596481.847197858849540,,,,,,
10199,-4,-97918.095447895117104,-596481.847197858849540,,,,,,
10200,-17,-87940.109375608852133,-596481.847197858849540,,,,,,
10201,-35,-77962.123303322587162,-596481.847197858849540,,,,,,
10202,-53,-67984.137231036322191,-596481.847197858849540,,,,,0.0000000,
10203,-120,-58006.151158750057220,-596481.847197858849540,,,,,0.0000000,
10204,-101,-48028.165086463792250,-596481.847197858849540,,,,,,
10205,-45,-38050.179014177527279,-596481.847197858849540,,,,,0.0000000,
10206,-162,-28072.192941891262308,-596481.847197858849540,,,,,0.0000000,
10207,-154,-18094.206869604997337,-596481.847197858849540,,,,,0.0000000,
10208,-7,-267543.858676761854440,-606459.833270145114511,,,,,0.1512331,
10209,-9,-257565.872604475589469,-606459.833270145114511,,,,,0.0000000,
10210,-9,-247587.886532189324498,-606459.833270145114511,,,,,0.0018629,
10211,-4,-237609.900459903059527,-606459.833270145114511,,,,,0.0000000,
10212,0,-227631.914387616794556,-606459.833270145114511,,,,,0.0680965,
10213,4,-217653.928315330529585,-606459.833270145114511,,,,,0.0040812,
10214,8,-207675.942243044031784,-606459.833270145114511,,,,,0.0000000,
10215,11,-197697.956170757766813,-606459.833270145114511,,,,,0.0000000,
10216,14,-187719.970098471501842,-606459.833270145114511,,,,,0.0000000,
10217,15,-177741.984026185236871,-606459.833270145114511,,,,,0.0000000,
10218,16,-167763.997953898971900,-606459.833270145114511,,,,,,
10219,16,-157786.011881612706929,-606459.833270145114511,,,,,,
10220,16,-147808.025809326441959,-606459.833270145114511,,,,,,
10221,20,-137830.039737040176988,-606459.833270145114511,,,,,,
10222,23,-127852.053664753912017,-606459.833270145114511,,,,,,
10223,13,-117874.067592467647046,-606459.833270145114511,,,,,,
10224,12,-107896.081520181382075,-606459.833270145114511,,,,,,
10225,6,-97918.095447895117104,-606459.833270145114511,,,,,,
10226,-3,-87940.109375608852133,-606459.833270145114511,,,,,,
10227,-19,-77962.123303322587162,-606459.833270145114511,,,,,,
10228,-32,-67984.137231036322191,-606459.833270145114511,,,,,,
10229,-45,-58006.151158750057220,-606459.833270145114511,,,,,,
10230,-64,-48028.165086463792250,-606459.833270145114511,,,,,,
10231,-45,-38050.179014177527279,-606459.833270145114511,,,,,0.0000000,
10232,-114,-28072.192941891262308,-606459.833270145114511,,,,,0.0000000,
10233,-36,-18094.206869604997337,-606459.833270145114511,,,,,0.0000000,
10234,-6,-267543.858676761854440,-616437.819342431379482,,,,,0.0029891,
10235,-8,-257565.872604475589469,-616437.819342431379482,,,,,0.0131546,
10236,-9,-247587.886532189324498,-616437.819342431379482,,,,,0.0000000,
10237,-3,-237609.900459903059527,-616437.819342431379482,,,,,0.0000000,
10238,1,-227631.914387616794556,-616437.819342431379482,,,,,0.0000000,
10239,5,-217653.928315330529585,-616437.819342431379482,,,,,0.0000000,
10240,7,-207675.942243044031784,-616437.819342431379482,,,,,0.1585519,
10241,9,-197697.956170757766813,-616437.819342431379482,,,,,0.0874060,
10242,11,-187719.970098471501842,-616437.819342431379482,,,,,0.0032792,
10243,14,-177741.984026185236871,-616437.819342431379482,,,,,0.0000000,
10244,15,-167763.997953898971900,-616437.819342431379482,,,,,0.0000000,
10245,14,-157786.011881612706929,-616437.819342431379482,,,,,,
10246,16,-147808.025809326441959,-616437.819342431379482,,,,,,
10247,18,-137830.039737040176988,-616437.819342431379482,,,,,,
10248,21,-127852.053664753912017,-616437.819342431379482,,,,,,
10249,16,-117874.067592467647046,-616437.819342431379482,,,,,,
10250,16,-107896.081520181382075,-616437.819342431379482,,,,,,
10251,15,-97918.095447895117104,-616437.819342431379482,,,,,,
10252,10,-87940.109375608852133,-616437.819342431379482,,,,,,
10253,-4,-77962.123303322587162,-616437.819342431379482,,,,,,
10254,-20,-67984.137231036322191,-616437.819342431379482,,,,,,
10255,-35,-58006.151158750057220,-616437.819342431379482,,,,,,
10256,-46,-48028.165086463792250,-616437.819342431379482,,,,,,
10257,-43,-38050.179014177527279,-616437.819342431379482,,,,,,
10258,-34,-28072.192941891262308,-616437.819342431379482,,,,,,
10259,-39,-18094.206869604997337,-616437.819342431379482,,,,,0.0000000,
10260,-4,-267543.858676761854440,-626415.805414717644453,,,,,0.0000000,
10261,-3,-257565.872604475589469,-626415.805414717644453,,,,,0.0103038,
10262,-5,-247587.886532189324498,-626415.805414717644453,,,,,0.0007746,
10263,-2,-237609.900459903059527,-626415.805414717644453,,,,,0.0000000,
10264,0,-227631.914387616794556,-626415.805414717644453,,,,,0.0038051,
10265,4,-217653.928315330529585,-626415.805414717644453,,,,,0.0027632,
10266,7,-207675.942243044031784,-626415.805414717644453,,,,,0.0000000,
10267,9,-197697.956170757766813,-626415.805414717644453,,,,,0.0000000,
10268,9,-187719.970098471501842,-626415.805414717644453,,,,,0.0000000,
10269,11,-177741.984026185236871,-626415.805414717644453,,,,,,
10270,12,-167763.997953898971900,-626415.805414717644453,,,,,,
10271,11,-157786.011881612706929,-626415.805414717644453,,,,,,
10272,11,-147808.025809326441959,-626415.805414717644453,,,,,,
10273,11,-137830.039737040176988,-626415.805414717644453,,,,,,
10274,14,-127852.053664753912017,-626415.805414717644453,,,,,,
10275,15,-117874.067592467647046,-626415.805414717644453,,,,,,
10276,15,-107896.081520181382075,-626415.805414717644453,,,,,,
10277,16,-97918.095447895117104,-626415.805414717644453,,,,,,
10278,12,-87940.109375608852133,-626415.805414717644453,,,,,,
10279,4,-77962.123303322587162,-626415.805414717644453,,,,,,
10280,-7,-67984.137231036322191,-626415.805414717644453,,,,,,
10281,-19,-58006.151158750057220,-626415.805414717644453,,,,,,
10282,-28,-48028.165086463792250,-626415.805414717644453,,,,,,
10283,-28,-38050.179014177527279,-626415.805414717644453,,,,,,
10284,-19,-28072.192941891262308,-626415.805414717644453,,,,,,
10285,-14,-18094.206869604997337,-626415.805414717644453,,,,,,
10286,-4,-8116.220797318732366,-626415.805414717644453,,,,,,
10287,11,1861.765274967765436,-626415.805414717644453,,,,,,
10288,1,-267543.858676761854440,-636393.791487003909424,,,,,0.0000000,
10289,2,-257565.872604475589469,-636393.791487003909424,,,,,0.0000000,
10290,0,-247587.886532189324498,-636393.791487003909424,,,,,0.0000000,
10291,0,-237609.900459903059527,-636393.791487003909424,,,,,0.0061547,
10292,3,-227631.914387616794556,-636393.791487003909424,,,,,0.0111969,
10293,7,-217653.928315330529585,-636393.791487003909424,,,,,0.0072967,
10294,8,-207675.942243044031784,-636393.791487003909424,,,,,0.0000000,
10295,8,-197697.956170757766813,-636393.791487003909424,,,,,0.0000000,
10296,9,-187719.970098471501842,-636393.791487003909424,,,,,0.0000000,
10297,8,-177741.984026185236871,-636393.791487003909424,,,,,,
10298,8,-167763.997953898971900,-636393.791487003909424,,,,,,
10299,9,-157786.011881612706929,-636393.791487003909424,,,,,,
10300,6,-147808.025809326441959,-636393.791487003909424,,,,,,
10301,6,-137830.039737040176988,-636393.791487003909424,,,,,,
10302,8,-127852.053664753912017,-636393.791487003909424,,,,,,
10303,10,-117874.067592467647046,-636393.791487003909424,,,,,,
10304,12,-107896.081520181382075,-636393.791487003909424,,,,,,
10305,11,-97918.095447895117104,-636393.791487003909424,,,,,,
10306,11,-87940.109375608852133,-636393.791487003909424,,,,,,
10307,11,-77962.123303322587162,-636393.791487003909424,,,,,,
10308,3,-67984.137231036322191,-636393.791487003909424,,,,,,
10309,-5,-58006.151158750057220,-636393.791487003909424,,,,,,
10310,-11,-48028.165086463792250,-636393.791487003909424,,,,,,
10311,-13,-38050.179014177527279,-636393.791487003909424,,,,,,
10312,-11,-28072.192941891262308,-636393.791487003909424,,,,,,
10313,-5,-18094.206869604997337,-636393.791487003909424,,,,,,
10314,4,-8116.220797318732366,-636393.791487003909424,,,,,,
10315,10,1861.765274967765436,-636393.791487003909424,,,,,,
10316,-3,11839.751347254030406,-636393.791487003909424,,,,,,
10317,-18,21817.737419540295377,-636393.791487003909424,,,,,0.0067926,
10318,7,-267543.858676761854440,-646371.777559290174395,,,,,0.0000000,
10319,8,-257565.872604475589469,-646371.777559290174395,,,,,0.0000000,
10320,6,-247587.886532189324498,-646371.777559290174395,,,,,0.0000000,
10321,5,-237609.900459903059527,-646371.777559290174395,,,,,0.0000000,
10322,7,-227631.914387616794556,-646371.777559290174395,,,,,0.0000000,
10323,10,-217653.928315330529585,-646371.777559290174395,,,,,0.0000000,
10324,11,-207675.942243044031784,-646371.777559290174395,,,,,0.0050803,
10325,7,-197697.956170757766813,-646371.777559290174395,,,,,0.0000000,
10326,8,-187719.970098471501842,-646371.777559290174395,,,,,0.0000000,
10327,5,-177741.984026185236871,-646371.777559290174395,,,,,0.0026552,
10328,6,-167763.997953898971900,-646371.777559290174395,,,,,,
10329,8,-157786.011881612706929,-646371.777559290174395,,,,,,
10330,1,-147808.025809326441959,-646371.777559290174395,,,,,,
10331,1,-137830.039737040176988,-646371.777559290174395,,,,,,
10332,4,-127852.053664753912017,-646371.777559290174395,,,,,,
10333,7,-117874.067592467647046,-646371.777559290174395,,,,,,
10334,10,-107896.081520181382075,-646371.777559290174395,,,,,,
10335,12,-97918.095447895117104,-646371.777559290174395,,,,,,
10336,16,-87940.109375608852133,-646371.777559290174395,,,,,,
10337,21,-77962.123303322587162,-646371.777559290174395,,,,,,
10338,13,-67984.137231036322191,-646371.777559290174395,,,,,,
10339,7,-58006.151158750057220,-646371.777559290174395,,,,,,
10340,1,-48028.165086463792250,-646371.777559290174395,,,,,,
10341,-1,-38050.179014177527279,-646371.777559290174395,,,,,,
10342,0,-28072.192941891262308,-646371.777559290174395,,,,,,
10343,3,-18094.206869604997337,-646371.777559290174395,,,,,,
10344,9,-8116.220797318732366,-646371.777559290174395,,,,,,
10345,13,1861.765274967765436,-646371.777559290174395,,,,,,
10346,13,11839.751347254030406,-646371.777559290174395,,,,,,
10347,8,21817.737419540295377,-646371.777559290174395,,,,,,
10348,11,-267543.858676761854440,-656349.763631576555781,,,,,0.0000000,
10349,11,-257565.872604475589469,-656349.763631576555781,,,,,0.0000000,
10350,11,-247587.886532189324498,-656349.763631576555781,,,,,,
10351,10,-237609.900459903059527,-656349.763631576555781,,,,,0.0000000,
10352,10,-227631.914387616794556,-656349.763631576555781,,,,,0.0011084,
10353,12,-217653.928315330529585,-656349.763631576555781,,,,,0.0000000,
10354,14,-207675.942243044031784,-656349.763631576555781,,,,,0.0017520,
10355,3,-197697.956170757766813,-656349.763631576555781,,,,,0.0011084,
10356,8,-187719.970098471501842,-656349.763631576555781,,,,,0.0000000,
10357,0,-177741.984026185236871,-656349.763631576555781,,,,,0.0000000,
10358,5,-167763.997953898971900,-656349.763631576555781,,,,,,
10359,11,-157786.011881612706929,-656349.763631576555781,,,,,0.0000000,
10360,-3,-147808.025809326441959,-656349.763631576555781,,,,,,
10361,-2,-137830.039737040176988,-656349.763631576555781,,,,,,
10362,1,-127852.053664753912017,-656349.763631576555781,,,,,,
10363,5,-117874.067592467647046,-656349.763631576555781,,,,,,
10364,9,-107896.081520181382075,-656349.763631576555781,,,,,,
10365,11,-97918.095447895117104,-656349.763631576555781,,,,,,
10366,15,-87940.109375608852133,-656349.763631576555781,,,,,,
10367,18,-77962.123303322587162,-656349.763631576555781,,,,,,
10368,14,-67984.137231036322191,-656349.763631576555781,,,,,,
10369,15,-58006.151158750057220,-656349.763631576555781,,,,,,
10370,11,-48028.165086463792250,-656349.763631576555781,,,,,,
10371,8,-38050.179014177527279,-656349.763631576555781,,,,,,
10372,7,-28072.192941891262308,-656349.763631576555781,,,,,,
10373,10,-18094.206869604997337,-656349.763631576555781,,,,,,
10374,16,-8116.220797318732366,-656349.763631576555781,,,,,,
10375,24,1861.765274967765436,-656349.763631576555781,,,,,,
10376,22,11839.751347254030406,-656349.763631576555781,,,,,,
10377,14,21817.737419540295377,-656349.763631576555781,,,,,,
10378,7,31795.723491826560348,-656349.763631576555781,,,,,,
10379,-28,41773.709564112825319,-656349.763631576555781,,,,,,
10380,-36,51751.695636399090290,-656349.763631576555781,,,,,,
10381,14,-267543.858676761854440,-666327.749703862820752,,,,,,
10382,14,-257565.872604475589469,-666327.749703862820752,,,,,,
10383,16,-247587.886532189324498,-666327.749703862820752,,,,,,
10384,14,-237609.900459903059527,-666327.749703862820752,,,,,,
10385,12,-227631.914387616794556,-666327.749703862820752,,,,,0.0000000,
10386,12,-217653.928315330529585,-666327.749703862820752,,,,,0.0131599,
10387,11,-207675.942243044031784,-666327.749703862820752,,,,,0.0010386,
10388,3,-197697.956170757766813,-666327.749703862820752,,,,,0.0024440,
10389,4,-187719.970098471501842,-666327.749703862820752,,,,,0.0000000,
10390,0,-177741.984026185236871,-666327.749703862820752,,,,,0.0000000,
10391,3,-167763.997953898971900,-666327.749703862820752,,,,,0.0000000,
10392,4,-157786.011881612706929,-666327.749703862820752,,,,,0.0000000,
10393,6,-147808.025809326441959,-666327.749703862820752,,,,,0.0000000,
10394,1,-137830.039737040176988,-666327.749703862820752,,,,,,
10395,2,-127852.053664753912017,-666327.749703862820752,,,,,,
10396,4,-117874.067592467647046,-666327.749703862820752,,,,,,
10397,8,-107896.081520181382075,-666327.749703862820752,,,,,,
10398,8,-97918.095447895117104,-666327.749703862820752,,,,,,
10399,9,-87940.109375608852133,-666327.749703862820752,,,,,,
10400,11,-77962.123303322587162,-666327.749703862820752,,,,,,
10401,10,-67984.137231036322191,-666327.749703862820752,,,,,,
10402,21,-58006.151158750057220,-666327.749703862820752,,,,,,
10403,18,-48028.165086463792250,-666327.749703862820752,,,,,,
10404,13,-38050.179014177527279,-666327.749703862820752,,,,,,
10405,10,-28072.192941891262308,-666327.749703862820752,,,,,,
10406,12,-18094.206869604997337,-666327.749703862820752,,,,,,
10407,16,-8116.220797318732366,-666327.749703862820752,,,,,,
10408,21,1861.765274967765436,-666327.749703862820752,,,,,,
10409,25,11839.751347254030406,-666327.749703862820752,,,,,,
10410,22,21817.737419540295377,-666327.749703862820752,,,,,,
10411,11,31795.723491826560348,-666327.749703862820752,,,,,,
10412,2,41773.709564112825319,-666327.749703862820752,,,,,,
10413,-4,51751.695636399090290,-666327.749703862820752,,,,,,
10414,12,-267543.858676761854440,-676305.735776149085723,,,,,,
10415,14,-257565.872604475589469,-676305.735776149085723,,,,,,
10416,15,-237609.900459903059527,-676305.735776149085723,,,,,,
10417,14,-227631.914387616794556,-676305.735776149085723,,,,,,
10418,13,-217653.928315330529585,-676305.735776149085723,,,,,,
10419,10,-207675.942243044031784,-676305.735776149085723,,,,,0.0000000,
10420,6,-197697.956170757766813,-676305.735776149085723,,,,,0.0000000,
10421,4,-187719.970098471501842,-676305.735776149085723,,,,,0.0006975,
10422,0,-177741.984026185236871,-676305.735776149085723,,,,,0.0000000,
10423,0,-167763.997953898971900,-676305.735776149085723,,,,,0.0000000,
10424,0,-157786.011881612706929,-676305.735776149085723,,,,,0.0000000,
10425,1,-147808.025809326441959,-676305.735776149085723,,,,,0.0000000,
10426,0,-137830.039737040176988,-676305.735776149085723,,,,,,
10427,-1,-127852.053664753912017,-676305.735776149085723,,,,,,
10428,0,-117874.067592467647046,-676305.735776149085723,,,,,,
10429,2,-107896.081520181382075,-676305.735776149085723,,,,,,
10430,3,-97918.095447895117104,-676305.735776149085723,,,,,,
10431,5,-87940.109375608852133,-676305.735776149085723,,,,,,
10432,7,-77962.123303322587162,-676305.735776149085723,,,,,,
10433,12,-67984.137231036322191,-676305.735776149085723,,,,,,
10434,19,-58006.151158750057220,-676305.735776149085723,,,,,,
10435,19,-48028.165086463792250,-676305.735776149085723,,,,,,
10436,14,-38050.179014177527279,-676305.735776149085723,,,,,,
10437,10,-28072.192941891262308,-676305.735776149085723,,,,,,
10438,11,-18094.206869604997337,-676305.735776149085723,,,,,,
10439,13,-8116.220797318732366,-676305.735776149085723,,,,,,
10440,15,1861.765274967765436,-676305.735776149085723,,,,,,
10441,16,11839.751347254030406,-676305.735776149085723,,,,,,
10442,18,21817.737419540295377,-676305.735776149085723,,,,,,
10443,17,31795.723491826560348,-676305.735776149085723,,,,,,
10444,10,41773.709564112825319,-676305.735776149085723,,,,,,
10445,2,51751.695636399090290,-676305.735776149085723,,,,,,
10446,9,-267543.858676761854440,-686283.721848435350694,,,,,,
10447,12,-257565.872604475589469,-686283.721848435350694,,,,,,
10448,13,-247587.886532189324498,-686283.721848435350694,,,,,,
10449,13,-237609.900459903059527,-686283.721848435350694,,,,,,
10450,13,-227631.914387616794556,-686283.721848435350694,,,,,,
10451,11,-217653.928315330529585,-686283.721848435350694,,,,,,
10452,7,-207675.942243044031784,-686283.721848435350694,,,,,0.0000000,
10453,2,-197697.956170757766813,-686283.721848435350694,,,,,0.0000000,
10454,3,-187719.970098471501842,-686283.721848435350694,,,,,0.0000000,
10455,1,-177741.984026185236871,-686283.721848435350694,,,,,0.0000000,
10456,0,-167763.997953898971900,-686283.721848435350694,,,,,0.0000000,
10457,-3,-157786.011881612706929,-686283.721848435350694,,,,,0.0000000,
10458,-3,-147808.025809326441959,-686283.721848435350694,,,,,0.0000000,
10459,-5,-137830.039737040176988,-686283.721848435350694,,,,,,
10460,-7,-127852.053664753912017,-686283.721848435350694,,,,,,
10461,-7,-117874.067592467647046,-686283.721848435350694,,,,,,
10462,-4,-107896.081520181382075,-686283.721848435350694,,,,,,
10463,-1,-97918.095447895117104,-686283.721848435350694,,,,,,
10464,3,-87940.109375608852133,-686283.721848435350694,,,,,,
10465,8,-77962.123303322587162,-686283.721848435350694,,,,,,
10466,13,-67984.137231036322191,-686283.721848435350694,,,,,,
10467,16,-58006.151158750057220,-686283.721848435350694,,,,,,
10468,16,-48028.165086463792250,-686283.721848435350694,,,,,,
10469,13,-38050.179014177527279,-686283.721848435350694,,,,,,
10470,8,-28072.192941891262308,-686283.721848435350694,,,,,,
10471,11,-18094.206869604997337,-686283.721848435350694,,,,,,
10472,12,-8116.220797318732366,-686283.721848435350694,,,,,,
10473,12,1861.765274967765436,-686283.721848435350694,,,,,,
10474,13,11839.751347254030406,-686283.721848435350694,,,,,,
10475,15,21817.737419540295377,-686283.721848435350694,,,,,,
10476,17,31795.723491826560348,-686283.721848435350694,,,,,,
10477,17,41773.709564112825319,-686283.721848435350694,,,,,,
10478,11,51751.695636399090290,-686283.721848435350694,,,,,,
10479,6,-267543.858676761854440,-696261.707920721615665,,,,,,
10480,11,-257565.872604475589469,-696261.707920721615665,,,,,,
10481,13,-247587.886532189324498,-696261.707920721615665,,,,,,
10482,14,-237609.900459903059527,-696261.707920721615665,,,,,,
10483,14,-227631.914387616794556,-696261.707920721615665,,,,,,
10484,12,-217653.928315330529585,-696261.707920721615665,,,,,,
10485,8,-207675.942243044031784,-696261.707920721615665,,,,,,
10486,6,-197697.956170757766813,-696261.707920721615665,,,,,,
10487,4,-187719.970098471501842,-696261.707920721615665,,,,,,
10488,2,-177741.984026185236871,-696261.707920721615665,,,,,0.0000000,
10489,0,-167763.997953898971900,-696261.707920721615665,,,,,0.0000000,
10490,-4,-157786.011881612706929,-696261.707920721615665,,,,,0.0000000,
10491,-10,-147808.025809326441959,-696261.707920721615665,,,,,0.0000000,
10492,-9,-137830.039737040176988,-696261.707920721615665,,,,,,
10493,-13,-127852.053664753912017,-696261.707920721615665,,,,,,
10494,-14,-117874.067592467647046,-696261.707920721615665,,,,,,
10495,-10,-107896.081520181382075,-696261.707920721615665,,,,,,
10496,-5,-97918.095447895117104,-696261.707920721615665,,,,,,
10497,1,-87940.109375608852133,-696261.707920721615665,,,,,,
10498,9,-77962.123303322587162,-696261.707920721615665,,,,,,
10499,16,-67984.137231036322191,-696261.707920721615665,,,,,,
10500,14,-58006.151158750057220,-696261.707920721615665,,,,,,
10501,11,-48028.165086463792250,-696261.707920721615665,,,,,,
10502,11,-38050.179014177527279,-696261.707920721615665,,,,,,
10503,11,-28072.192941891262308,-696261.707920721615665,,,,,,
10504,12,-18094.206869604997337,-696261.707920721615665,,,,,,
10505,13,-8116.220797318732366,-696261.707920721615665,,,,,,
10506,13,1861.765274967765436,-696261.707920721615665,,,,,,
10507,13,11839.751347254030406,-696261.707920721615665,,,,,,
10508,14,21817.737419540295377,-696261.707920721615665,,,,,,
10509,17,31795.723491826560348,-696261.707920721615665,,,,,,
10510,18,41773.709564112825319,-696261.707920721615665,,,,,,
10511,17,51751.695636399090290,-696261.707920721615665,,,,,,
10512,6,-267543.858676761854440,-706239.693993007880636,,,,,,
10513,11,-257565.872604475589469,-706239.693993007880636,,,,,,
10514,13,-247587.886532189324498,-706239.693993007880636,,,,,,
10515,15,-237609.900459903059527,-706239.693993007880636,,,,,,
10516,18,-227631.914387616794556,-706239.693993007880636,,,,,,
10517,15,-217653.928315330529585,-706239.693993007880636,,,,,,
10518,10,-207675.942243044031784,-706239.693993007880636,,,,,,
10519,8,-197697.956170757766813,-706239.693993007880636,,,,,,
10520,7,-187719.970098471501842,-706239.693993007880636,,,,,0.0000000,
10521,3,-177741.984026185236871,-706239.693993007880636,,,,,0.0000000,
10522,0,-167763.997953898971900,-706239.693993007880636,,,,,0.0000000,
10523,-5,-157786.011881612706929,-706239.693993007880636,,,,,0.0000000,
10524,-9,-147808.025809326441959,-706239.693993007880636,,,,,0.0000000,
10525,-12,-137830.039737040176988,-706239.693993007880636,,,,,0.0000000,
10526,-16,-127852.053664753912017,-706239.693993007880636,,,,,,
10527,-20,-117874.067592467647046,-706239.693993007880636,,,,,,
10528,-19,-107896.081520181382075,-706239.693993007880636,,,,,,
10529,-10,-97918.095447895117104,-706239.693993007880636,,,,,,
10530,-1,-87940.109375608852133,-706239.693993007880636,,,,,,
10531,9,-77962.123303322587162,-706239.693993007880636,,,,,,
